gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,1,4096,2048,ck,0,0,25.0536,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0.67,335.24,0.0
gfx942,304,1,4096,2048,ck,1,0,12.7,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,1.32,661.33,0.0
gfx942,304,1,4096,2048,ck,2,0,10.6094,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,1.58,791.64,0.0
gfx942,304,1,4096,2048,ck,3,0,9.9968,a8w8_blockscale_bpreshuffle_1x128x128_256x16x256x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,1.68,840.15,0.0
gfx942,304,1,4096,2048,ck,4,0,7.0978,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,2.36,1183.3,0.0
gfx942,304,1,4096,2048,ck,5,0,6.2957,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,2.66,1334.06,0.0
gfx942,304,1,4096,2048,ck,6,0,6.5948,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,2.54,1273.56,0.0
gfx942,304,1,4096,2048,ck,7,0,5.3189,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.15,1579.06,0.0
gfx942,304,1,4096,2048,ck,8,0,12.4936,a8w8_blockscale_bpreshuffle_1x128x128_256x32x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1.34,672.25,0.0
gfx942,304,1,4096,2048,ck,9,0,8.5905,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1.95,977.69,0.0
gfx942,304,1,4096,2048,ck,10,0,7.1674,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,2.34,1171.81,0.0
gfx942,304,1,4096,2048,ck,11,0,9.6474,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,1.74,870.58,0.0
gfx942,304,1,4096,2048,ck,12,0,6.7358,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,2.49,1246.9,0.0
gfx942,304,1,4096,2048,ck,13,0,22.0052,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,0.76,381.68,0.0
gfx942,304,1,4096,2048,ck,14,0,13.7,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1.22,613.05,0.0
gfx942,304,1,4096,2048,ck,15,0,10.3421,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1.62,812.1,0.0
gfx942,304,1,4096,2048,ck,16,0,26.2746,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0.64,319.66,0.0
gfx942,304,1,4096,2048,ck,17,0,10.3105,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,1.63,814.59,0.0
