T,H,D,kv_len,variant,splits,allclose,max_abs,mean_abs,median_us,min_us,max_us
8,16,512,1024,default,32,1,0.000244140625,2.133457201125566e-05,49.03650260530412,48.85045054834336,50.31749897170812
8,16,512,1024,candidate,32,1,0.000244140625,2.133457201125566e-05,49.14244927931577,48.62150235567242,49.58695208188146
8,16,512,2048,default,32,1,0.000244140625,1.6165984561666846e-05,49.24600070808083,48.83994988631457,50.136499339714646
8,16,512,2048,candidate,32,1,0.000244140625,1.6165984561666846e-05,48.93750010523945,48.71850251220167,49.64245017617941
8,16,512,4096,default,32,1,0.000244140625,1.2675114703597501e-05,49.21749932691455,49.17645128443837,50.34100031480193
8,16,512,4096,candidate,32,1,0.000244140625,1.2675114703597501e-05,49.25800021737814,48.88649855274707,49.78245124220848
8,16,512,8192,default,32,1,0.000244140625,1.0091885087604169e-05,50.06345163565129,49.7594999615103,50.92450010124594
8,16,512,8192,candidate,32,1,0.000244140625,1.0091885087604169e-05,50.15399947296828,49.89849985577166,50.59649993199855
16,16,512,136,default,16,1,0.0009765625,5.3306270274333656e-05,49.10845018457621,48.96399914287031,50.24550191592425
16,16,512,136,candidate,1,1,0.0009765625,5.767709080828354e-05,28.028449742123485,27.760499506257474,28.268498135730624
16,16,512,320,default,16,1,0.00048828125,3.694401675602421e-05,49.728501471690834,49.394500092603266,50.31549953855574
16,16,512,320,candidate,1,1,0.00048828125,3.894947440130636e-05,46.575500164180994,46.54949880205095,46.65750020649284
16,16,512,388,default,16,1,0.00048828125,3.3416170481359586e-05,49.248000141233206,48.88495022896677,50.17895018681884
16,16,512,388,candidate,16,1,0.00048828125,3.3416170481359586e-05,49.148499965667725,48.60599874518812,49.441499868407845
16,16,512,512,default,16,1,0.00048828125,2.9343824280658737e-05,49.08344999421388,48.77750179730356,49.86549902241677
16,16,512,512,candidate,16,1,0.00048828125,2.9343824280658737e-05,48.743950901553035,48.68550167884678,49.40544895362109
16,16,512,768,default,16,1,0.00048828125,2.4674185624462552e-05,48.964450252242386,48.75999875366688,50.248499610461295
16,16,512,768,candidate,16,1,0.00048828125,2.4674185624462552e-05,48.78100007772446,48.58899919781834,49.14499877486378
16,16,512,1024,default,16,1,0.00048828125,2.181734271289315e-05,48.84299996774644,48.62649948336184,49.84849947504699
16,16,512,1024,candidate,16,1,0.00048828125,2.181734271289315e-05,48.88300027232617,48.67199750151485,49.28444977849722
16,16,512,2048,default,16,1,0.000244140625,1.638642424950376e-05,49.85599953215569,49.55645126756281,50.60500116087496
16,16,512,2048,candidate,16,1,0.000244140625,1.638642424950376e-05,49.34699973091483,48.90145210083574,49.78849901817739
16,16,512,4096,default,16,1,0.000244140625,1.268546657229308e-05,50.034449668601155,49.92700123693794,50.81999988760799
16,16,512,4096,candidate,16,1,0.000244140625,1.268546657229308e-05,50.18050142098218,49.828950432129204,50.731500959955156
16,16,512,8192,default,16,1,0.000244140625,1.0163143087993376e-05,81.02745050564408,80.98745020106435,81.17344987113029
16,16,512,8192,candidate,16,1,0.000244140625,1.0163143087993376e-05,80.8734999736771,80.84844739641994,81.11099887173623
24,16,512,136,default,16,1,0.0009765625,5.353576852940023e-05,49.12750155199319,48.716997844167054,49.79049845132977
24,16,512,136,candidate,1,1,0.0009765625,5.850617526448332e-05,28.128499980084598,27.963001048192382,28.388950158841908
24,16,512,320,default,16,1,0.00048828125,3.6650388210546225e-05,49.361499259248376,48.96500031463802,50.043498049490154
24,16,512,320,candidate,1,1,0.0009765625,3.901716263499111e-05,46.641999506391585,46.602950897067785,46.7439997009933
24,16,512,388,default,16,1,0.00048828125,3.343819116707891e-05,49.01149950455874,48.51944977417588,50.06300052627921
24,16,512,388,candidate,16,1,0.00048828125,3.343819116707891e-05,48.85345115326345,48.60649933107197,49.21899817418307
24,16,512,512,default,16,1,0.00048828125,2.9284541597007774e-05,49.59499929100275,49.433999811299145,50.29145104344934
24,16,512,512,candidate,16,1,0.00048828125,2.9284541597007774e-05,49.038001452572644,48.85450180154294,49.507999210618436
24,16,512,768,default,16,1,0.00048828125,2.467375270498451e-05,49.422000302001834,49.07399998046458,49.92450121790171
24,16,512,768,candidate,16,1,0.00048828125,2.467375270498451e-05,49.67399872839451,49.22099760733545,49.838999984785914
24,16,512,1024,default,16,1,0.00048828125,2.173331995436456e-05,49.733498599380255,49.38900237902999,50.505949184298515
24,16,512,1024,candidate,16,1,0.00048828125,2.173331995436456e-05,49.252950702793896,49.11900032311678,50.087497220374644
24,16,512,2048,default,16,1,0.000244140625,1.644497024244629e-05,51.253949641250074,51.18900153320283,51.67199997231364
24,16,512,2048,candidate,16,1,0.000244140625,1.644497024244629e-05,51.05700111016631,50.97199755255133,51.16399843245745
24,16,512,4096,default,16,1,0.000244140625,1.2696661542577203e-05,83.96799967158586,83.92044983338565,84.21700040344149
24,16,512,4096,candidate,32,1,0.000244140625,1.2563784366648179e-05,75.88500156998634,75.76495117973536,76.0109513066709
24,16,512,8192,default,16,1,0.000244140625,1.0194387868978083e-05,151.41945041250437,151.36695001274347,151.69694961514324
24,16,512,8192,candidate,32,1,0.000244140625,1.0127263522008434e-05,125.87795208673924,125.806950381957,126.25294912140816
32,16,512,136,default,8,1,0.0009765625,5.504506771103479e-05,49.04294910375029,48.59300097450614,50.36144866608083
32,16,512,136,candidate,1,1,0.0009765625,5.828595021739602e-05,27.91500010062009,27.793447952717543,27.95550099108368
32,16,512,320,default,8,1,0.00048828125,3.715933416970074e-05,49.183450755663216,48.95799793303013,50.259000272490084
32,16,512,320,candidate,1,1,0.00048828125,3.91027242585551e-05,46.649001887999475,46.62749997805804,46.71350179705769
32,16,512,388,default,8,1,0.00048828125,3.417809057282284e-05,49.52095041517168,49.05399982817471,50.43594865128398
32,16,512,388,candidate,8,1,0.00048828125,3.417809057282284e-05,49.32700248900801,49.08450064249337,49.73800096195191
32,16,512,512,default,8,1,0.00048828125,3.0008575777173974e-05,49.291999312117696,48.98044862784445,49.92749891243875
32,16,512,512,candidate,8,1,0.00048828125,3.0008575777173974e-05,49.259449588134885,48.92200231552124,49.44500105921179
32,16,512,768,default,8,1,0.00048828125,2.5279065084760077e-05,49.0720005473122,48.81849745288491,50.28444866184145
32,16,512,768,candidate,8,1,0.00048828125,2.5279065084760077e-05,49.23249944113195,49.07194816041738,49.46150002069771
