gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,70,1536,4096,asm,0,1,20.148,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,43.72,337.17,0.0
gfx942,304,70,1536,4096,asm,1,1,13.4661,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,65.41,504.47,0.0
gfx942,304,70,1536,4096,asm,2,1,15.8639,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,55.52,428.22,0.0
gfx942,304,70,1536,4096,asm,3,1,18.5753,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,47.42,365.71,0.0
gfx942,304,70,1536,4096,asm,4,1,21.1101,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,41.72,321.8,0.0
gfx942,304,70,1536,4096,asm,5,1,26.331,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,33.45,257.99,0.0
gfx942,304,70,4096,2048,asm,0,1,8.8598,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,132.55,1027.72,0.0
gfx942,304,70,4096,2048,asm,1,1,9.6325,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,121.92,945.28,0.0
gfx942,304,70,4096,2048,asm,2,1,11.1145,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,105.66,819.24,0.0
gfx942,304,70,4096,2048,asm,3,1,12.6976,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,92.49,717.1,0.0
gfx942,304,70,4096,2048,asm,4,1,13.9439,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,84.22,653.0,0.0
gfx942,304,70,4096,2048,asm,5,1,16.6596,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,70.49,546.56,0.0
gfx942,304,70,4096,4096,asm,0,1,17.2535,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,136.14,1022.25,0.0
gfx942,304,70,4096,4096,asm,1,1,19.5185,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,120.34,903.62,0.0
gfx942,304,70,4096,4096,asm,2,1,20.8764,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,112.51,844.85,0.0
gfx942,304,70,4096,4096,asm,3,1,24.9016,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,94.32,708.28,0.0
gfx942,304,70,4096,4096,asm,4,1,26.0742,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,90.08,676.43,0.0
gfx942,304,70,4096,4096,asm,5,1,30.6993,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,76.51,574.52,0.0
gfx942,304,70,8192,1024,asm,0,1,7.0094,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,167.55,1370.61,0.0
gfx942,304,70,8192,1024,asm,1,1,7.6662,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,153.19,1253.19,0.0
gfx942,304,70,8192,1024,asm,2,1,8.5145,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,137.93,1128.33,0.0
gfx942,304,70,8192,1024,asm,3,1,9.6639,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,121.52,994.13,0.0
gfx942,304,70,8192,1024,asm,4,1,10.1904,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,115.25,942.77,0.0
gfx942,304,70,8192,1024,asm,5,1,11.8366,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,99.22,811.65,0.0
