gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,12200,1536,4096,asm,0,1,259.1412,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,592.39,361.74,0.0
gfx942,304,12200,1536,4096,asm,1,1,207.4449,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,740.01,451.88,0.0
gfx942,304,12200,1536,4096,asm,2,1,196.1335,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,782.69,477.95,0.0
gfx942,304,12200,1536,4096,asm,3,1,193.2262,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,794.47,485.14,0.0
gfx942,304,12200,1536,4096,asm,4,1,192.8956,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,795.83,485.97,0.0
gfx942,304,12200,1536,4096,asm,5,1,178.7885,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,858.62,524.31,0.0
gfx942,304,12200,4096,2048,asm,0,1,362.8832,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,564.04,367.38,0.0
gfx942,304,12200,4096,2048,asm,1,1,297.126,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,688.87,448.69,0.0
gfx942,304,12200,4096,2048,asm,2,1,268.7874,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,761.5,495.99,0.0
gfx942,304,12200,4096,2048,asm,3,1,253.8718,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,806.24,525.13,0.0
gfx942,304,12200,4096,2048,asm,4,1,256.3033,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,798.59,520.15,0.0
gfx942,304,12200,4096,2048,asm,5,1,251.1118,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,815.1,530.91,0.0
gfx942,304,12200,8192,1024,asm,0,1,428.4171,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,477.76,515.31,0.0
gfx942,304,12200,8192,1024,asm,1,1,362.0515,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,565.34,609.76,0.0
gfx942,304,12200,8192,1024,asm,2,1,327.0814,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,625.78,674.96,0.0
gfx942,304,12200,8192,1024,asm,3,1,308.3806,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,663.73,715.89,0.0
gfx942,304,12200,8192,1024,asm,4,1,299.8607,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,682.59,736.23,0.0
gfx942,304,12200,8192,1024,asm,5,1,287.8587,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,711.05,766.93,0.0
