gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,1,1536,4096,ck,0,0,42.7058,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0.29,147.49,0.0
gfx942,304,1,1536,4096,ck,1,0,21.6914,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0.58,290.37,0.0
gfx942,304,1,1536,4096,ck,2,0,17.7041,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0.71,355.77,0.0
gfx942,304,1,1536,4096,ck,3,0,15.8156,a8w8_blockscale_bpreshuffle_1x128x128_256x16x256x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,0.8,398.25,0.0
gfx942,304,1,1536,4096,ck,4,0,11.6031,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,1.08,542.84,0.0
gfx942,304,1,1536,4096,ck,5,0,10.5588,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,1.19,596.53,0.0
gfx942,304,1,1536,4096,ck,6,0,10.0662,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,1.25,625.72,0.0
gfx942,304,1,1536,4096,ck,7,0,8.0388,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.57,783.53,0.0
gfx942,304,1,1536,4096,ck,8,0,21.2051,a8w8_blockscale_bpreshuffle_1x128x128_256x32x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,0.59,297.03,0.0
gfx942,304,1,1536,4096,ck,9,0,13.502,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,0.93,466.5,0.0
gfx942,304,1,1536,4096,ck,10,0,11.8578,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1.06,531.18,0.0
gfx942,304,1,1536,4096,ck,11,0,14.7441,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0.85,427.2,0.0
gfx942,304,1,1536,4096,ck,12,0,10.8346,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,1.16,581.34,0.0
gfx942,304,1,1536,4096,ck,13,0,38.3248,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,0.33,164.35,0.0
gfx942,304,1,1536,4096,ck,14,0,23.9756,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,0.52,262.71,0.0
gfx942,304,1,1536,4096,ck,15,0,17.7419,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,0.71,355.01,0.0
gfx942,304,1,1536,4096,ck,16,0,46.3668,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0.27,135.84,0.0
gfx942,304,1,1536,4096,ck,17,0,17.5672,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0.72,358.54,0.0
